id,labels,probably
3_10900c,0,0.9997782
3_10900a,0,1.0
3_10900d,0,0.99999976
3_10900b,0,0.9999678
4_1326d,0,1.0
4_1326a,1,1.0
4_1326c,1,1.0
4_1326b,1,1.0
2_1394c,0,0.9998098
2_1394b,0,1.0
2_1394a,1,0.99992204
2_1394d,0,0.9999999
1_1362d,1,1.0
1_1362c,1,1.0
1_1362a,1,1.0
1_1362b,0,0.99980694
2_1464a,1,0.9999982
2_1464b,0,0.99985147
2_1464d,0,0.97800547
2_1464c,1,1.0
1_7169a,0,1.0
1_7169d,0,1.0
1_7169b,1,1.0
1_7169c,0,1.0
1_2572d,1,1.0
1_2572c,1,0.99999976
1_2572b,1,0.8630518
1_2572a,1,0.9999999
3_8331a,0,0.99942905
3_8331d,1,1.0
3_8331b,1,0.9999987
3_8331c,1,0.99945
3_1018c,0,1.0
3_1018a,0,0.9999999
3_1018d,0,1.0
3_1018b,0,1.0
1_3065b,0,1.0
1_3065a,1,1.0
1_3065d,1,1.0
1_3065c,1,1.0
3_343a,1,0.68698466
3_343d,0,0.9999825
3_343c,0,0.99998164
3_343b,0,0.9972173
1_1120b,0,1.0
1_1120a,1,0.9999999
1_1120d,0,1.0
1_1120c,1,0.9999987
3_985b,1,1.0
3_985d,1,1.0
3_985c,1,1.0
3_985a,1,1.0
4_3949d,1,0.99998915
4_3949b,0,0.9998896
4_3949c,0,0.7796789
4_3949a,0,1.0
3_4211b,1,1.0
3_4211c,0,1.0
3_4211d,0,1.0
3_4211a,1,0.9530581
4_3833a,1,1.0
4_3833d,0,0.7849177
4_3833b,1,1.0
4_3833c,1,0.99999845
1_6085b,0,0.9994386
1_6085d,1,0.9999887
1_6085a,1,1.0
1_6085c,0,0.9999993
3_13428a,0,1.0
3_13428b,0,1.0
3_13428c,1,0.9999995
3_13428d,1,0.9999974
3_2069c,1,0.9995185
3_2069a,1,0.9999871
3_2069d,0,0.9999343
3_2069b,1,1.0
1_2953d,1,1.0
1_2953c,1,1.0
1_2953b,0,1.0
1_2953a,1,1.0
4_2254a,1,1.0
4_2254b,1,1.0
4_2254d,0,1.0
4_2254c,1,0.97680557
3_14656c,0,1.0
3_14656d,0,0.9999999
3_14656b,0,1.0
3_14656a,0,0.97699934
2_436d,0,1.0
2_436a,1,0.8091551
2_436b,1,1.0
2_436c,0,0.99996424
3_1344d,1,0.99999905
3_1344c,1,1.0
3_1344a,1,1.0
3_1344b,1,1.0
4_3442a,1,0.9214517
4_3442d,0,0.99999976
4_3442c,1,0.9839256
4_3442b,0,1.0
1_43d,1,1.0
1_43b,0,0.9987978
1_43c,1,1.0
1_43a,1,1.0
1_3672b,1,0.9999999
1_3672c,0,1.0
1_3672a,1,1.0
1_3672d,1,1.0
3_2217a,1,1.0
3_2217c,1,0.99999917
3_2217b,1,1.0
3_2217d,1,0.9999312
3_13807b,0,0.8925873
3_13807d,1,1.0
3_13807c,1,1.0
3_13807a,0,1.0
2_149b,1,0.8387869
2_149a,0,1.0
2_149c,0,1.0
2_149d,0,1.0
3_12945d,1,0.99999857
3_12945c,0,1.0
3_12945b,1,1.0
3_12945a,0,0.99999523
1_3800c,0,1.0
1_3800b,0,1.0
1_3800a,1,1.0
1_3800d,0,1.0
3_11291b,0,1.0
3_11291a,1,1.0
3_11291c,0,1.0
3_11291d,0,1.0
1_1911b,0,1.0
1_1911d,1,1.0
1_1911c,0,0.9999993
1_1911a,1,1.0
3_11149d,1,1.0
3_11149a,0,0.9680236
3_11149b,0,0.72439545
3_11149c,1,0.989921
2_891a,0,1.0
2_891d,1,1.0
2_891c,1,1.0
2_891b,1,0.9999995
3_4864a,1,0.99999976
3_4864d,0,0.9999999
3_4864c,1,1.0
3_4864b,0,0.9999994
1_6094d,0,1.0
1_6094a,0,1.0
1_6094b,0,1.0
1_6094c,0,1.0
4_2945c,0,1.0
4_2945a,0,1.0
4_2945d,1,1.0
4_2945b,0,1.0
4_3926d,0,1.0
4_3926a,0,1.0
4_3926c,0,1.0
4_3926b,1,1.0
1_5333d,0,0.9999906
1_5333c,1,1.0
1_5333a,1,1.0
1_5333b,0,1.0
3_14369c,0,0.9999852
3_14369d,1,0.9999993
3_14369a,1,0.9999274
3_14369b,1,1.0
3_10914c,0,0.9999832
3_10914b,0,0.9999957
3_10914d,0,1.0
3_10914a,0,0.9999988
1_5092d,1,1.0
1_5092a,1,1.0
1_5092b,1,1.0
1_5092c,1,1.0
3_14727b,0,1.0
3_14727d,0,0.5690833
3_14727c,1,1.0
3_14727a,1,1.0
1_3989a,1,0.98940456
1_3989b,1,1.0
1_3989d,1,1.0
1_3989c,0,1.0
3_175b,0,0.9903458
3_175d,1,0.99999845
3_175c,1,0.9995055
3_175a,1,0.9945468
2_1126b,0,1.0
2_1126c,0,1.0
2_1126d,0,1.0
2_1126a,1,1.0
3_12183a,0,0.98065764
3_12183c,0,1.0
3_12183d,0,0.9999975
3_12183b,1,0.99987745
3_1135a,1,1.0
3_1135b,0,1.0
3_1135d,1,0.9999993
3_1135c,0,0.999012
1_2482a,0,1.0
1_2482d,0,1.0
1_2482c,0,1.0
1_2482b,0,1.0
1_2000d,0,1.0
1_2000b,1,0.99999475
1_2000a,1,0.9977443
1_2000c,0,0.9999989
3_8446a,0,0.69866186
3_8446c,1,1.0
3_8446d,1,0.9998803
3_8446b,0,1.0
1_5846c,0,1.0
1_5846b,0,1.0
1_5846a,0,1.0
1_5846d,0,1.0
4_1721b,0,1.0
4_1721c,0,1.0
4_1721a,1,1.0
4_1721d,0,1.0
3_3212b,0,0.9999902
3_3212c,0,1.0
3_3212a,0,0.99999726
3_3212d,0,1.0
3_5229d,0,0.9999999
3_5229b,0,1.0
3_5229c,1,1.0
3_5229a,0,1.0
2_1416b,0,1.0
2_1416d,1,1.0
2_1416c,0,1.0
2_1416a,0,1.0
1_3006c,1,0.99980456
1_3006d,1,1.0
1_3006b,0,1.0
1_3006a,0,0.9999999
1_5088c,1,1.0
1_5088b,0,1.0
1_5088d,1,1.0
1_5088a,1,0.9999995
3_5471b,1,1.0
3_5471d,1,0.99977595
3_5471c,1,0.99998474
3_5471a,1,1.0
1_1700b,1,1.0
1_1700d,1,1.0
1_1700c,1,1.0
1_1700a,1,1.0
4_884d,1,0.99992454
4_884c,0,0.999861
4_884a,0,1.0
4_884b,0,0.9999999
4_625d,0,0.9999989
4_625b,0,1.0
4_625a,1,1.0
4_625c,0,1.0
3_6261a,0,1.0
3_6261d,0,1.0
3_6261c,1,1.0
3_6261b,1,1.0
3_11693d,1,1.0
3_11693a,1,1.0
3_11693c,1,1.0
3_11693b,0,1.0
3_14327b,0,1.0
3_14327d,1,0.99999297
3_14327c,0,0.9999999
3_14327a,0,0.9999064
1_780b,1,0.6500432
1_780c,0,0.99983525
1_780a,1,0.99999976
1_780d,0,1.0
1_2558c,1,1.0
1_2558b,1,1.0
1_2558a,1,1.0
1_2558d,1,1.0
3_2712b,1,1.0
3_2712d,0,1.0
3_2712a,0,1.0
3_2712c,0,1.0
3_3191c,0,0.99968505
3_3191d,1,1.0
3_3191a,1,1.0
3_3191b,1,0.99999833
1_251b,0,0.9999721
1_251a,0,1.0
1_251d,0,1.0
1_251c,0,0.99999905
3_12501c,0,0.5521029
3_12501d,0,1.0
3_12501a,1,0.99885786
3_12501b,1,0.99880743
2_1007b,1,1.0
2_1007a,0,1.0
2_1007d,0,1.0
2_1007c,1,1.0
3_2686a,1,0.9943685
3_2686c,1,0.9999999
3_2686d,0,0.99999523
3_2686b,0,1.0
3_2874b,1,0.9632827
3_2874a,0,0.9999987
3_2874d,0,0.50531805
3_2874c,0,0.705951
3_14966d,0,1.0
3_14966a,0,0.9999944
3_14966c,0,0.99999845
3_14966b,0,0.9999964
3_3418a,0,1.0
3_3418b,0,0.9992499
3_3418d,1,1.0
3_3418c,1,1.0
1_6892d,0,1.0
1_6892a,0,1.0
1_6892b,0,0.6116603
1_6892c,0,1.0
3_1196d,0,1.0
3_1196c,0,1.0
3_1196b,0,1.0
3_1196a,0,1.0
1_4647b,0,0.9998311
1_4647d,0,1.0
1_4647a,1,0.87211144
1_4647c,0,0.9996119
3_7839b,0,0.99999344
3_7839c,0,1.0
3_7839a,0,1.0
3_7839d,1,1.0
3_11332c,0,1.0
3_11332d,0,0.82056564
3_11332a,1,1.0
3_11332b,1,0.9835376
2_1665d,1,1.0
2_1665a,1,0.9979583
2_1665b,0,1.0
2_1665c,1,1.0
1_3896c,1,0.9936866
1_3896d,0,1.0
1_3896a,0,1.0
1_3896b,0,1.0
1_6896c,0,1.0
1_6896b,0,0.9999994
1_6896a,1,0.999913
1_6896d,0,1.0
1_2206a,1,1.0
1_2206b,0,0.9999987
1_2206d,0,1.0
1_2206c,1,1.0
3_14588a,0,1.0
3_14588c,0,1.0
3_14588b,1,0.9999702
3_14588d,0,1.0
2_1583d,1,1.0
2_1583b,1,1.0
2_1583c,1,0.9999995
2_1583a,1,0.99999976
3_2395c,1,0.9999951
3_2395b,1,0.9185496
3_2395d,1,1.0
3_2395a,1,1.0
3_8954b,0,0.9188526
3_8954a,0,1.0
3_8954c,0,1.0
3_8954d,0,0.9999502
3_15360b,0,0.99995387
3_15360c,1,1.0
3_15360d,1,1.0
3_15360a,0,0.80642223
3_11577d,0,1.0
3_11577c,0,1.0
3_11577a,0,0.99564207
3_11577b,1,1.0
3_2534c,0,1.0
3_2534b,0,1.0
3_2534d,1,1.0
3_2534a,0,1.0
4_1452c,1,0.5273894
4_1452d,1,0.6362985
4_1452a,1,0.9985361
4_1452b,0,0.9999776
3_3031a,0,0.99996996
3_3031b,1,1.0
3_3031d,1,1.0
3_3031c,0,0.99999094
3_9815a,0,1.0
3_9815c,1,1.0
3_9815d,1,1.0
3_9815b,0,1.0
3_8489c,0,1.0
3_8489d,0,1.0
3_8489a,1,1.0
3_8489b,0,1.0
3_13922c,0,1.0
3_13922a,0,1.0
3_13922d,1,1.0
3_13922b,0,0.8506935
3_11226a,0,0.98962027
3_11226d,1,0.99856037
3_11226b,0,1.0
3_11226c,0,0.9999999
4_2323a,0,0.9998216
4_2323c,1,1.0
4_2323d,1,0.9994287
4_2323b,1,0.83984786
3_10199a,0,0.9616055
3_10199b,0,0.9998609
3_10199d,1,0.99999726
3_10199c,0,0.99999976
2_414b,1,0.9999999
2_414c,1,0.99998736
2_414d,0,1.0
2_414a,0,1.0
3_3260c,1,1.0
3_3260d,0,0.9995332
3_3260a,0,1.0
3_3260b,1,1.0
3_7903d,0,1.0
3_7903c,0,0.9997869
3_7903a,0,1.0
3_7903b,0,1.0
1_5624c,1,0.9954939
1_5624d,1,1.0
1_5624b,0,1.0
1_5624a,1,0.9999999
1_1077b,1,1.0
1_1077a,1,0.99999976
1_1077d,1,0.99999976
1_1077c,0,1.0
1_4331b,1,0.922748
1_4331c,1,1.0
1_4331a,1,0.9040674
1_4331d,1,1.0
3_5322d,0,1.0
3_5322c,0,1.0
3_5322a,1,0.9999186
3_5322b,1,0.9999995
3_14565b,1,0.99843496
3_14565c,0,1.0
3_14565a,0,1.0
3_14565d,0,1.0
3_12612c,0,0.99786156
3_12612d,0,0.99949443
3_12612b,0,0.5400732
3_12612a,0,1.0
1_1161d,0,1.0
1_1161c,0,1.0
1_1161a,0,0.99999905
1_1161b,0,1.0
3_13576d,1,1.0
3_13576b,1,1.0
3_13576a,1,1.0
3_13576c,0,1.0
1_4373d,1,0.99803704
1_4373c,1,1.0
1_4373b,1,1.0
1_4373a,1,1.0
3_14109b,1,0.99763584
3_14109c,0,1.0
3_14109a,0,1.0
3_14109d,0,1.0
3_12113d,0,1.0
3_12113c,0,1.0
3_12113b,1,0.9999974
3_12113a,1,0.9999871
1_2993c,0,1.0
1_2993a,0,1.0
1_2993b,0,1.0
1_2993d,0,1.0
4_2908c,0,1.0
4_2908a,0,0.73892003
4_2908d,0,1.0
4_2908b,1,1.0
3_6858a,0,1.0
3_6858c,1,0.6757281
3_6858b,0,1.0
3_6858d,0,0.99995804
3_7427a,0,1.0
3_7427c,0,1.0
3_7427d,1,1.0
3_7427b,1,0.99999714
3_5081d,1,0.99999774
3_5081b,1,1.0
3_5081c,0,0.9999987
3_5081a,1,1.0
1_450b,1,1.0
1_450c,1,1.0
1_450d,1,1.0
1_450a,1,1.0
1_240d,0,1.0
1_240b,1,1.0
1_240a,1,1.0
1_240c,1,0.9995091
2_1458a,1,1.0
2_1458b,1,1.0
2_1458c,1,1.0
2_1458d,0,0.9999621
1_4817a,0,1.0
1_4817d,0,1.0
1_4817b,0,0.99458283
1_4817c,1,0.99998724
1_2354b,1,1.0
1_2354a,0,1.0
1_2354c,1,1.0
1_2354d,1,1.0
4_3291c,0,0.9999982
4_3291d,0,0.9999566
4_3291b,1,0.943845
4_3291a,1,0.70044565
3_1635d,1,1.0
3_1635b,1,0.99999976
3_1635c,1,1.0
3_1635a,1,0.9991609
3_8341c,1,1.0
3_8341a,0,0.9999572
3_8341d,0,1.0
3_8341b,1,0.9999993
3_15342c,0,0.99873894
3_15342b,1,0.99423766
3_15342a,0,0.9999999
3_15342d,0,0.9999808
2_884a,1,0.99999976
2_884c,1,1.0
2_884b,0,0.74713504
2_884d,1,1.0
2_398a,1,0.99093586
2_398b,1,0.9999825
2_398d,0,0.9994754
2_398c,1,0.9994161
4_3526c,1,0.9999901
4_3526d,0,1.0
4_3526a,0,0.99983394
4_3526b,0,1.0
3_9869c,0,1.0
3_9869d,1,0.90672743
3_9869a,0,0.99998665
3_9869b,0,0.98600686
1_1254c,1,1.0
1_1254b,1,1.0
1_1254d,1,1.0
1_1254a,1,0.95529175
3_2976a,1,0.99999976
3_2976b,0,0.99999976
3_2976d,1,0.9999999
3_2976c,0,1.0
1_4060d,1,1.0
1_4060c,0,1.0
1_4060a,0,1.0
1_4060b,0,1.0
2_1114b,1,0.9999019
2_1114d,1,1.0
2_1114a,1,0.50420636
2_1114c,0,0.99999976
1_4212a,0,0.9987122
1_4212d,0,1.0
1_4212b,0,1.0
1_4212c,0,1.0
3_7442d,0,1.0
3_7442b,0,1.0
3_7442c,1,1.0
3_7442a,0,1.0
3_6074c,1,0.99970907
3_6074b,1,0.9999752
3_6074d,1,1.0
3_6074a,0,1.0
3_15418a,0,0.9721348
3_15418b,1,1.0
3_15418c,1,0.99054796
3_15418d,0,1.0
1_7379c,1,1.0
1_7379d,1,1.0
1_7379b,0,0.9401721
1_7379a,0,1.0
3_9340c,0,0.99958616
3_9340a,1,1.0
3_9340d,1,0.9997247
3_9340b,0,1.0
3_8751a,1,1.0
3_8751c,1,0.999995
3_8751b,1,1.0
3_8751d,0,0.97358453
3_12561a,1,0.96765834
3_12561d,0,1.0
3_12561b,0,1.0
3_12561c,0,0.99992204
4_1644d,1,1.0
4_1644a,1,1.0
4_1644c,0,0.99999917
4_1644b,1,1.0
4_3725b,1,0.9999999
4_3725a,1,1.0
4_3725d,1,1.0
4_3725c,1,0.99257714
4_1209c,0,1.0
4_1209d,0,0.9795272
4_1209a,0,0.93563086
4_1209b,0,1.0
3_3107b,0,0.7970957
3_3107d,1,1.0
3_3107c,1,0.8297111
3_3107a,0,1.0
3_13579c,1,1.0
3_13579a,0,1.0
3_13579d,0,0.9999976
3_13579b,0,1.0
3_279c,1,0.7234424
3_279a,1,1.0
3_279d,1,1.0
3_279b,0,1.0
1_2007b,1,1.0
1_2007c,0,1.0
1_2007d,0,1.0
1_2007a,0,1.0
3_2573c,0,0.99999964
3_2573a,0,1.0
3_2573b,0,1.0
3_2573d,1,1.0
4_1768b,1,1.0
4_1768d,0,1.0
4_1768a,1,0.99999976
4_1768c,1,0.9125308
3_10468a,1,0.99814415
3_10468c,0,1.0
3_10468d,0,1.0
3_10468b,0,1.0
3_5655c,1,1.0
3_5655a,1,0.88602364
3_5655d,0,0.99464345
3_5655b,0,1.0
2_1896c,1,1.0
2_1896d,1,0.99999976
2_1896b,1,1.0
2_1896a,0,1.0
3_5296a,1,0.9985159
3_5296b,1,1.0
3_5296d,1,0.9999943
3_5296c,0,0.99994123
3_13469c,0,0.9999999
3_13469b,1,0.9999919
3_13469a,0,0.8841114
3_13469d,1,0.999913
1_7044c,1,0.76589435
1_7044b,1,1.0
1_7044a,1,1.0
1_7044d,1,0.99999166
3_7462b,0,1.0
3_7462a,0,1.0
3_7462c,0,1.0
3_7462d,1,1.0
3_10810d,1,1.0
3_10810a,0,1.0
3_10810b,0,1.0
3_10810c,0,1.0
3_2775d,0,1.0
3_2775a,0,0.99943465
3_2775b,1,1.0
3_2775c,0,1.0
2_618d,1,0.9298603
2_618b,0,0.99777323
2_618a,1,0.9260453
2_618c,0,0.9999782
3_3355c,0,0.9986488
3_3355b,1,0.9999672
3_3355a,1,0.99999964
3_3355d,0,1.0
1_1251b,1,1.0
1_1251c,0,0.6929092
1_1251a,1,0.99794286
1_1251d,0,0.9828044
1_6224c,1,1.0
1_6224d,1,1.0
1_6224b,1,1.0
1_6224a,1,1.0
2_558d,1,1.0
2_558a,1,1.0
2_558c,0,1.0
2_558b,0,0.99999976
4_2365a,1,1.0
4_2365c,1,0.9999999
4_2365b,0,1.0
4_2365d,1,1.0
3_4950d,0,1.0
3_4950a,0,1.0
3_4950b,1,1.0
3_4950c,0,1.0
3_10343b,1,0.9999962
3_10343c,1,1.0
3_10343d,1,1.0
3_10343a,1,0.9999361
1_6920a,1,1.0
1_6920b,0,0.9999999
1_6920d,1,1.0
1_6920c,0,0.99999905
3_3302d,1,1.0
3_3302a,1,1.0
3_3302b,1,1.0
3_3302c,1,0.9995969
3_5433a,1,0.9999958
3_5433c,0,0.9999995
3_5433d,0,0.99997306
3_5433b,0,1.0
2_245c,1,1.0
2_245d,1,1.0
2_245a,1,1.0
2_245b,1,0.9999993
3_776b,0,1.0
3_776c,0,1.0
3_776a,0,0.9999987
3_776d,1,1.0
1_1203b,0,0.5918581
1_1203d,0,1.0
1_1203c,1,0.9999815
1_1203a,0,1.0
3_4892a,1,0.62157136
3_4892b,0,1.0
3_4892d,0,1.0
3_4892c,0,0.9999999
3_7269a,0,0.9963664
3_7269c,1,1.0
3_7269d,0,0.9989555
3_7269b,0,1.0
1_3447a,1,1.0
1_3447d,0,0.99938667
1_3447b,0,0.9999821
1_3447c,1,1.0
3_6839c,1,1.0
3_6839b,1,0.96615076
3_6839a,1,1.0
3_6839d,0,0.9999993
4_3738b,1,1.0
4_3738d,1,1.0
4_3738c,1,1.0
4_3738a,1,1.0
3_11861b,0,0.9999999
3_11861d,0,0.99994576
3_11861a,1,0.6019997
3_11861c,0,1.0
3_10048d,0,0.99967265
3_10048a,0,0.99998784
3_10048c,0,0.9999999
3_10048b,1,1.0
1_88d,0,0.9911712
1_88b,0,1.0
1_88a,0,1.0
1_88c,1,0.99962854
2_1168c,1,1.0
2_1168d,1,1.0
2_1168a,1,1.0
2_1168b,1,1.0
1_4053c,0,1.0
1_4053d,1,1.0
1_4053b,0,1.0
1_4053a,0,0.98876745
3_5624d,0,1.0
3_5624a,1,1.0
3_5624c,1,1.0
3_5624b,0,1.0
3_12268b,0,1.0
3_12268c,0,1.0
3_12268a,0,1.0
3_12268d,0,1.0
3_2469a,1,0.99993813
3_2469c,0,0.99976355
3_2469b,1,1.0
3_2469d,0,1.0
4_2949d,0,0.9999993
4_2949c,1,0.8223869
4_2949a,1,1.0
4_2949b,1,1.0
4_1330b,0,0.9999331
4_1330a,0,0.99999523
4_1330c,0,1.0
4_1330d,1,1.0
3_11284b,1,0.99998415
